Kanal,Datum,Bestellungen,Umsatz,RE1_abs,RE1_rel,AvgWarenkorbwert,AnzahlArtikelproWarenkorb
partsrunner-ebay,2018-06-22,60,3779.43,1574.91,0.416706,62.990500,1.2000
partsrunner-ebay,2018-06-23,55,2442.87,1014.46,0.415274,44.415818,1.0364
partsrunner-ebay,2018-06-24,70,3234.62,1373.47,0.424616,46.208857,1.0714
partsrunner-ebay,2018-06-25,84,4803.97,1924.14,0.400531,57.190119,1.0714
partsrunner-ebay,2018-06-26,94,5570.10,1975.45,0.354653,59.256383,1.0851
partsrunner-ebay,2018-06-27,66,4410.96,1550.15,0.351431,66.832727,1.1061
partsrunner-ebay,2018-06-28,81,4965.73,1733.30,0.349052,61.305309,1.0864
partsrunner-ebay,2018-06-29,75,5218.63,1806.96,0.346252,69.581733,1.1867
partsrunner-ebay,2018-06-30,52,2252.09,880.31,0.390886,43.309423,1.0769
partsrunner-ebay,2018-07-01,58,2750.02,854.53,0.310736,47.414138,1.0690
partsrunner-ebay,2018-07-02,95,5495.34,1804.99,0.328458,57.845684,1.0947
partsrunner-ebay,2018-07-03,89,4750.06,1538.30,0.323849,53.371461,1.0787
partsrunner-ebay,2018-07-04,97,5086.88,1689.30,0.332090,52.442062,1.0515
partsrunner-ebay,2018-07-05,88,5628.35,1530.06,0.271849,63.958523,1.0909
partsrunner-ebay,2018-07-06,73,4446.56,1645.45,0.370050,60.911781,1.0822
partsrunner-ebay,2018-07-07,48,2273.76,655.95,0.288487,47.370000,1.1250
partsrunner-ebay,2018-07-08,60,3077.26,1155.61,0.375532,51.287667,1.1167
partsrunner-ebay,2018-07-09,100,6242.28,1932.39,0.309565,62.422800,1.0600
partsrunner-ebay,2018-07-10,98,6903.72,2741.17,0.397057,70.446122,1.1224
partsrunner-ebay,2018-07-11,83,6103.87,2118.25,0.347034,73.540602,1.1325
partsrunner-ebay,2018-07-12,72,3699.97,1293.06,0.349479,51.388472,1.1250
partsrunner-ebay,2018-07-13,66,3651.91,1066.14,0.291940,55.331970,1.0000
partsrunner-ebay,2018-07-14,51,2897.35,770.00,0.265760,56.810784,1.0000
partsrunner-ebay,2018-07-15,74,3193.40,909.31,0.284747,43.154054,1.0811
partsrunner-ebay,2018-07-16,89,6466.57,2394.17,0.370238,72.658090,1.1011
partsrunner-ebay,2018-07-17,62,4393.79,1545.64,0.351778,70.867581,1.1290
partsrunner-ebay,2018-07-18,93,5729.61,2280.73,0.398060,61.608710,1.1290
partsrunner-ebay,2018-07-19,66,3526.37,976.64,0.276953,53.429848,1.0758
partsrunner-ebay,2018-07-20,53,3208.35,1071.76,0.334053,60.534906,1.0189
partsrunner-ebay,2018-07-21,52,2978.92,1210.39,0.406318,57.286923,1.0962
partsrunner-ebay,2018-07-22,68,3287.99,985.27,0.299657,48.352794,1.0294
partsrunner-ebay,2018-07-23,92,4793.89,1655.42,0.345319,52.107500,1.0978
partsrunner-ebay,2018-07-24,92,6149.72,1936.80,0.314941,66.844783,1.0652
partsrunner-ebay,2018-07-25,76,5804.82,2136.62,0.368077,76.379211,1.1053
partsrunner-ebay,2018-07-26,67,3353.70,1072.31,0.319739,50.055224,1.0000
partsrunner-ebay,2018-07-27,50,2307.72,691.96,0.299846,46.154400,1.0200
partsrunner-ebay,2018-07-28,45,2379.03,781.39,0.328449,52.867333,1.0444
partsrunner-ebay,2018-07-29,54,2327.28,835.58,0.359037,43.097778,1.0926
partsrunner-ebay,2018-07-30,76,4185.18,1436.81,0.343309,55.068158,1.0526
partsrunner-ebay,2018-07-31,88,5156.30,1970.67,0.382187,58.594318,1.1477
partsrunner-ebay,2018-08-01,66,3762.28,1284.28,0.341357,57.004242,1.1212
partsrunner-ebay,2018-08-02,62,3851.36,1338.17,0.347454,62.118710,1.1290
partsrunner-ebay,2018-08-03,40,2401.97,799.69,0.332931,60.049250,1.0500
partsrunner-ebay,2018-08-04,43,1899.20,685.88,0.361142,44.167442,1.0930
partsrunner-ebay,2018-08-05,61,2934.18,920.34,0.313662,48.101311,1.0164
partsrunner-ebay,2018-08-06,108,6138.80,2456.64,0.400182,56.840741,1.0833
partsrunner-ebay,2018-08-07,94,5329.90,1666.43,0.312657,56.701064,1.0851
partsrunner-ebay,2018-08-08,68,4668.35,2032.05,0.435282,68.652206,1.1765
partsrunner-ebay,2018-08-09,82,4140.78,1359.13,0.328230,50.497317,1.0488
partsrunner-ebay,2018-08-10,53,3850.31,1219.64,0.316764,72.647358,1.0943
partsrunner-ebay,2018-08-11,49,2939.68,1038.71,0.353341,59.993469,1.1224
partsrunner-ebay,2018-08-12,66,3649.98,1403.47,0.384514,55.302727,1.1364
partsrunner-ebay,2018-08-13,74,4389.33,1563.22,0.356141,59.315270,1.1486
partsrunner-ebay,2018-08-14,89,5789.45,1667.14,0.287962,65.050000,1.0899
partsrunner-ebay,2018-08-15,79,4798.53,1485.27,0.309526,60.740886,1.0380
partsrunner-ebay,2018-08-16,67,5066.43,1594.76,0.314770,75.618358,1.1045
partsrunner-ebay,2018-08-17,52,3192.05,1125.33,0.352541,61.385577,1.0962
partsrunner-ebay,2018-08-18,40,2211.73,1086.64,0.491308,55.293250,1.1250
partsrunner-ebay,2018-08-19,83,5572.74,2312.32,0.414934,67.141446,1.1446
partsrunner-ebay,2018-08-20,96,4658.78,1520.41,0.326354,48.528958,1.0833
partsrunner-ebay,2018-08-21,89,4685.18,1775.89,0.379044,52.642472,1.1011
partsrunner-ebay,2018-08-22,93,5346.94,1696.79,0.317339,57.493978,1.1075
partsrunner-ebay,2018-08-23,87,5561.30,2222.04,0.399554,63.922989,1.1494
partsrunner-ebay,2018-08-24,63,4111.77,1668.97,0.405901,65.266190,1.0794
partsrunner-ebay,2018-08-25,50,2464.47,847.63,0.343940,49.289400,1.1200
partsrunner-ebay,2018-08-26,70,3994.96,1342.39,0.336021,57.070857,1.1286
partsrunner-ebay,2018-08-27,111,8752.68,2798.28,0.319706,78.852973,1.1081
partsrunner-ebay,2018-08-28,65,3376.56,1181.17,0.349815,51.947077,1.0769
partsrunner-ebay,2018-08-29,63,4086.48,1536.57,0.376013,64.864762,1.0794
partsrunner-ebay,2018-08-30,85,6971.38,3355.86,0.481377,82.016235,1.1412
partsrunner-ebay,2018-08-31,60,4101.87,1770.48,0.431628,68.364500,1.1667
partsrunner-ebay,2018-09-01,49,2213.67,801.09,0.361883,45.176939,1.0816
partsrunner-ebay,2018-09-02,64,2878.34,1054.66,0.366413,44.974063,1.1250
partsrunner-ebay,2018-09-03,88,4516.13,1430.53,0.316760,51.319659,1.0682
partsrunner-ebay,2018-09-04,87,4505.59,1667.79,0.370160,51.788391,1.1264
partsrunner-ebay,2018-09-05,78,3960.49,1334.52,0.336958,50.775513,1.0769
partsrunner-ebay,2018-09-06,68,4196.51,1635.65,0.389764,61.713382,1.1618
partsrunner-ebay,2018-09-07,58,3272.03,990.87,0.302830,56.414310,1.0517
partsrunner-ebay,2018-09-08,49,2642.70,957.90,0.362470,53.932653,1.1224
partsrunner-ebay,2018-09-09,49,2656.03,865.91,0.326017,54.204694,1.0612
partsrunner-ebay,2018-09-10,86,5597.80,2322.18,0.414838,65.090698,1.1860
partsrunner-ebay,2018-09-11,88,5779.14,2348.18,0.406320,65.672045,1.1364
partsrunner-ebay,2018-09-12,71,3984.95,1157.80,0.290543,56.126056,1.0563
partsrunner-ebay,2018-09-13,69,3811.77,1361.13,0.357086,55.243043,1.0725
partsrunner-ebay,2018-09-14,55,2836.22,966.18,0.340658,51.567636,1.1091
partsrunner-ebay,2018-09-15,46,2225.75,676.36,0.303880,48.385870,1.0217
partsrunner-ebay,2018-09-16,55,2640.68,879.45,0.333039,48.012364,1.1455
partsrunner-ebay,2018-09-17,96,6026.87,1903.97,0.315914,62.779896,1.0729
partsrunner-ebay,2018-09-18,78,4704.85,1401.56,0.297897,60.318590,1.0897
partsrunner-ebay,2018-09-19,63,4227.09,1298.09,0.307088,67.096667,1.0952
partsrunner-ebay,2018-09-20,77,4092.14,1627.87,0.397804,53.144675,1.0909
partsrunner-ebay,2018-09-21,59,3335.01,1332.15,0.399444,56.525593,1.1356
partsrunner-ebay,2018-09-22,33,1432.33,483.32,0.337436,43.403939,1.0000
partsrunner-ebay,2018-09-23,41,2105.27,767.75,0.364680,51.348049,1.1220
partsrunner-ebay,2018-09-24,85,4144.06,1343.75,0.324259,48.753647,1.0471
partsrunner-ebay,2018-09-25,96,5529.90,1873.53,0.338800,57.603125,1.0833
partsrunner-ebay,2018-09-26,66,3058.50,975.08,0.318810,46.340909,1.0152
partsrunner-ebay,2018-09-27,73,4163.60,1485.32,0.356739,57.035616,1.0411
partsrunner-ebay,2018-09-28,42,1825.08,575.40,0.315274,43.454286,1.0476
partsrunner-ebay,2018-09-29,44,1945.78,738.47,0.379524,44.222273,1.0909
partsrunner-ebay,2018-09-30,75,4372.00,1855.55,0.424417,58.293333,1.1200
partsrunner-ebay,2018-10-01,93,5903.56,2784.96,0.471742,63.479140,1.1290
partsrunner-ebay,2018-10-02,88,6127.06,2725.90,0.444895,69.625682,1.0909
partsrunner-ebay,2018-10-03,48,2618.42,842.95,0.321931,54.550417,1.1250
partsrunner-ebay,2018-10-04,73,4314.38,1388.48,0.321826,59.101096,1.0411
partsrunner-ebay,2018-10-05,70,3741.46,1262.42,0.337414,53.449429,1.0857
partsrunner-ebay,2018-10-06,49,2115.04,828.58,0.391756,43.164082,1.0612
partsrunner-ebay,2018-10-07,94,4857.37,1646.41,0.338951,51.674149,1.0957
partsrunner-ebay,2018-10-08,105,5622.21,1734.94,0.308587,53.544857,1.0762
partsrunner-ebay,2018-10-09,97,5508.43,1907.63,0.346311,56.787938,1.1031
partsrunner-ebay,2018-10-10,94,5022.84,1638.78,0.326266,53.434468,1.0851
partsrunner-ebay,2018-10-11,71,3708.42,1235.05,0.333039,52.231268,1.0563
partsrunner-ebay,2018-10-12,53,2957.79,915.34,0.309468,55.807358,1.0189
partsrunner-ebay,2018-10-13,50,3533.97,1263.76,0.357603,70.679400,1.1600
partsrunner-ebay,2018-10-14,65,3158.00,1183.71,0.374829,48.584615,1.1231
partsrunner-ebay,2018-10-15,89,4865.59,1605.17,0.329902,54.669551,1.0562
partsrunner-ebay,2018-10-16,79,4132.14,1354.21,0.327726,52.305570,1.1646
partsrunner-ebay,2018-10-17,92,4840.40,1574.97,0.325380,52.613043,1.0543
partsrunner-ebay,2018-10-18,70,3733.64,1161.30,0.311037,53.337714,1.0429
partsrunner-ebay,2018-10-19,49,2296.36,803.20,0.349771,46.864490,1.1020
partsrunner-ebay,2018-10-20,45,2021.20,598.93,0.296324,44.915556,1.0222
partsrunner-ebay,2018-10-21,72,3914.50,1406.55,0.359318,54.368056,1.0972
partsrunner-ebay,2018-10-22,102,6337.28,2047.44,0.323079,62.130196,1.1176
partsrunner-ebay,2018-10-23,75,4284.54,1572.32,0.366975,57.127200,1.1200
partsrunner-ebay,2018-10-24,101,6322.77,2574.36,0.407157,62.601683,1.1188
partsrunner-ebay,2018-10-25,68,3585.65,1078.42,0.300760,52.730147,1.0588
partsrunner-ebay,2018-10-26,57,3874.19,1179.99,0.304577,67.968246,1.1404
partsrunner-ebay,2018-10-27,42,1927.47,588.69,0.305421,45.892143,1.0714
partsrunner-ebay,2018-10-28,78,4680.62,1561.05,0.333514,60.007949,1.1282
partsrunner-ebay,2018-10-29,88,4477.35,1632.68,0.364653,50.878977,1.1023
partsrunner-ebay,2018-10-30,80,4512.69,1466.85,0.325050,56.408625,1.0625
partsrunner-ebay,2018-10-31,68,2900.14,865.83,0.298548,42.649118,1.0147
partsrunner-ebay,2018-11-01,58,2472.17,1073.41,0.434197,42.623621,1.0345
partsrunner-ebay,2018-11-02,64,4231.65,1582.60,0.373991,66.119531,1.0938
partsrunner-ebay,2018-11-03,50,2873.48,1076.77,0.374727,57.469600,1.0800
partsrunner-ebay,2018-11-04,74,3873.35,1579.48,0.407781,52.342568,1.0405
partsrunner-ebay,2018-11-05,30,1898.64,974.79,0.513415,63.288000,1.1667
partsrunner-ebay,2018-11-06,53,2753.30,1189.40,0.431991,51.949057,1.0755
partsrunner-ebay,2018-11-07,76,2474.29,1222.80,0.494202,32.556447,1.0526
partsrunner-ebay,2018-11-08,83,2607.56,1110.45,0.425858,31.416386,1.0602
partsrunner-ebay,2018-11-09,65,2195.84,1022.79,0.465785,33.782154,1.0462
partsrunner-ebay,2018-11-10,54,1547.73,859.75,0.555491,28.661667,1.0741
partsrunner-ebay,2018-11-11,75,1999.06,984.76,0.492612,26.654133,1.0267
partsrunner-ebay,2018-11-12,101,4248.15,2010.18,0.473190,42.060891,1.0792
partsrunner-ebay,2018-11-13,95,3900.42,1968.74,0.504751,41.057053,1.0947
partsrunner-ebay,2018-11-14,96,3699.56,1807.45,0.488558,38.537083,1.0729
partsrunner-ebay,2018-11-15,78,2702.54,1252.86,0.463586,34.647949,1.0513
partsrunner-ebay,2018-11-16,53,1472.37,754.27,0.512283,27.780566,1.1132
partsrunner-ebay,2018-11-17,50,1528.37,765.50,0.500860,30.567400,1.0800
partsrunner-ebay,2018-11-18,88,3547.03,2099.75,0.591974,40.307159,1.1023
partsrunner-ebay,2018-11-19,97,3939.38,1897.06,0.481563,40.612165,1.0928
partsrunner-ebay,2018-11-20,65,2221.65,1014.61,0.456692,34.179231,1.0308
partsrunner-ebay,2018-11-21,1,8.82,6.34,0.718821,8.820000,1.0000
partsrunner-daparto,2018-01-01,8,513.16,129.17,0.251715,64.145000,1.1250
partsrunner-daparto,2018-01-02,6,347.44,82.49,0.237422,57.906667,1.3333
partsrunner-daparto,2018-01-03,8,301.93,67.22,0.222634,37.741250,1.0000
partsrunner-daparto,2018-01-04,7,383.02,95.89,0.250352,54.717143,1.2857
partsrunner-daparto,2018-01-05,6,269.01,68.29,0.253857,44.835000,1.1667
partsrunner-daparto,2018-01-06,4,167.79,39.20,0.233625,41.947500,1.0000
partsrunner-daparto,2018-01-07,3,212.72,51.59,0.242525,70.906667,1.0000
partsrunner-daparto,2018-01-08,9,363.98,89.45,0.245755,40.442222,1.1111
partsrunner-daparto,2018-01-09,13,543.25,23.77,0.043755,41.788462,1.4615
partsrunner-daparto,2018-01-10,9,401.42,110.00,0.274027,44.602222,1.0000
partsrunner-daparto,2018-01-11,11,562.84,134.79,0.239482,51.167273,1.0909
partsrunner-daparto,2018-01-12,3,174.09,39.40,0.226320,58.030000,1.6667
partsrunner-daparto,2018-01-13,7,426.64,104.06,0.243906,60.948571,1.1429
partsrunner-daparto,2018-01-14,8,502.67,125.07,0.248811,62.833750,1.5000
partsrunner-daparto,2018-01-15,10,474.93,107.35,0.226033,47.493000,1.3000
partsrunner-daparto,2018-01-16,10,403.47,90.32,0.223858,40.347000,1.1000
partsrunner-daparto,2018-01-17,11,900.09,215.85,0.239809,81.826364,1.0000
partsrunner-daparto,2018-01-18,7,680.84,174.96,0.256977,97.262857,1.2857
partsrunner-daparto,2018-01-19,7,314.54,76.81,0.244198,44.934286,1.5714
partsrunner-daparto,2018-01-20,4,297.56,65.33,0.219552,74.390000,2.0000
partsrunner-daparto,2018-01-21,12,589.70,146.46,0.248364,49.141667,1.1667
partsrunner-daparto,2018-01-22,6,414.84,92.74,0.223556,69.140000,1.5000
partsrunner-daparto,2018-01-23,6,249.07,65.44,0.262737,41.511667,1.1667
partsrunner-daparto,2018-01-24,6,239.01,58.55,0.244969,39.835000,1.0000
partsrunner-daparto,2018-01-25,8,502.20,134.61,0.268041,62.775000,1.2500
partsrunner-daparto,2018-01-26,2,37.92,9.17,0.241825,18.960000,1.0000
partsrunner-daparto,2018-01-27,4,176.58,43.33,0.245385,44.145000,1.0000
partsrunner-daparto,2018-01-28,12,664.80,177.44,0.266907,55.400000,1.0833
partsrunner-daparto,2018-01-29,9,620.00,159.41,0.257113,68.888889,1.2222
partsrunner-daparto,2018-01-30,7,550.72,38.65,0.070181,78.674286,1.1429
partsrunner-daparto,2018-01-31,15,1449.02,444.35,0.306656,96.601333,1.3333
partsrunner-daparto,2018-02-01,2,137.24,38.24,0.278636,68.620000,1.0000
partsrunner-daparto,2018-02-02,8,1178.45,320.90,0.272307,147.306250,1.1250
partsrunner-daparto,2018-02-03,7,360.01,100.93,0.280353,51.430000,1.0000
partsrunner-daparto,2018-02-04,8,351.61,84.87,0.241375,43.951250,1.1250
partsrunner-daparto,2018-02-05,7,364.63,96.40,0.264378,52.090000,1.1429
partsrunner-daparto,2018-02-06,11,625.77,155.09,0.247839,56.888182,1.0909
partsrunner-daparto,2018-02-07,12,679.46,160.84,0.236717,56.621667,1.0833
partsrunner-daparto,2018-02-08,12,621.07,146.98,0.236656,51.755833,1.1667
partsrunner-daparto,2018-02-09,7,307.48,72.76,0.236633,43.925714,1.1429
partsrunner-daparto,2018-02-10,6,397.60,94.09,0.236645,66.266667,1.0000
partsrunner-daparto,2018-02-11,7,422.57,101.41,0.239984,60.367143,1.1429
partsrunner-daparto,2018-02-12,12,698.28,165.25,0.236653,58.190000,1.1667
partsrunner-daparto,2018-02-13,13,805.38,190.53,0.236572,61.952308,1.1538
partsrunner-daparto,2018-02-14,7,574.26,135.87,0.236600,82.037143,1.4286
partsrunner-daparto,2018-02-15,14,826.81,195.63,0.236608,59.057857,1.0714
partsrunner-daparto,2018-02-16,10,700.31,165.71,0.236624,70.031000,1.4000
partsrunner-daparto,2018-02-17,13,1342.78,319.29,0.237783,103.290769,1.0769
partsrunner-daparto,2018-02-18,12,713.85,169.46,0.237389,59.487500,1.4167
partsrunner-daparto,2018-02-19,12,875.03,207.70,0.237363,72.919167,1.2500
partsrunner-daparto,2018-02-20,13,574.01,135.83,0.236634,44.154615,1.0769
partsrunner-daparto,2018-02-21,3,173.26,42.25,0.243853,57.753333,1.0000
partsrunner-daparto,2018-02-22,12,2060.95,498.32,0.241791,171.745833,1.0833
partsrunner-daparto,2018-02-23,11,789.98,189.57,0.239968,71.816364,1.0909
partsrunner-daparto,2018-02-24,8,391.74,93.14,0.237760,48.967500,1.2500
partsrunner-daparto,2018-02-25,11,665.79,157.54,0.236621,60.526364,1.0909
partsrunner-daparto,2018-02-26,7,369.55,86.77,0.234799,52.792857,1.2857
partsrunner-daparto,2018-02-27,13,916.63,222.65,0.242901,70.510000,1.0769
partsrunner-daparto,2018-02-28,9,636.14,151.81,0.238642,70.682222,1.2222
partsrunner-daparto,2018-03-01,13,531.70,124.83,0.234775,40.900000,1.0769
partsrunner-daparto,2018-03-02,5,213.07,50.82,0.238513,42.614000,1.0000
partsrunner-daparto,2018-03-03,4,267.08,63.22,0.236708,66.770000,1.0000
partsrunner-daparto,2018-03-04,3,166.92,41.02,0.245746,55.640000,1.3333
partsrunner-daparto,2018-03-05,18,1706.54,396.46,0.232318,94.807778,1.5000
partsrunner-daparto,2018-03-06,17,955.08,225.98,0.236608,56.181176,1.2941
partsrunner-daparto,2018-03-07,11,836.33,197.92,0.236653,76.030000,1.1818
partsrunner-daparto,2018-03-08,7,514.68,124.82,0.242520,73.525714,1.5714
partsrunner-daparto,2018-03-09,8,562.93,136.25,0.242037,70.366250,1.0000
partsrunner-daparto,2018-03-10,14,628.79,148.86,0.236740,44.913571,1.2857
partsrunner-daparto,2018-03-11,15,1001.95,239.97,0.239503,66.796667,1.1333
partsrunner-daparto,2018-03-12,12,736.23,175.58,0.238485,61.352500,1.1667
partsrunner-daparto,2018-03-13,16,817.53,193.48,0.236664,51.095625,1.1875
partsrunner-daparto,2018-03-14,11,656.91,155.41,0.236577,59.719091,1.5455
partsrunner-daparto,2018-03-15,14,1126.48,266.72,0.236773,80.462857,1.7143
partsrunner-daparto,2018-03-16,7,411.06,98.12,0.238700,58.722857,1.0000
partsrunner-daparto,2018-03-17,4,161.29,38.16,0.236592,40.322500,1.5000
partsrunner-daparto,2018-03-18,7,822.68,195.85,0.238063,117.525714,1.7143
partsrunner-daparto,2018-03-19,12,691.05,163.93,0.237219,57.587500,1.4167
partsrunner-daparto,2018-03-20,15,967.04,241.43,0.249659,64.469333,1.0667
partsrunner-daparto,2018-03-21,12,692.42,163.73,0.236461,57.701667,1.4167
partsrunner-daparto,2018-03-22,11,731.27,174.79,0.239023,66.479091,1.3636
partsrunner-daparto,2018-03-23,6,230.21,19.63,0.085270,38.368333,1.3333
partsrunner-daparto,2018-03-24,10,665.19,127.14,0.191133,66.519000,1.3000
partsrunner-daparto,2018-03-25,10,392.32,33.85,0.086282,39.232000,1.4000
partsrunner-daparto,2018-03-26,18,1014.82,182.74,0.180071,56.378889,1.1667
partsrunner-daparto,2018-03-27,11,515.87,121.05,0.234652,46.897273,1.0000
partsrunner-daparto,2018-03-28,8,348.84,82.57,0.236699,43.605000,1.2500
partsrunner-daparto,2018-03-29,5,526.35,124.54,0.236611,105.270000,1.2000
partsrunner-daparto,2018-03-30,14,776.22,181.46,0.233774,55.444286,1.1429
partsrunner-daparto,2018-03-31,5,191.41,45.30,0.236665,38.282000,1.0000
partsrunner-daparto,2018-04-01,7,345.65,77.67,0.224707,49.378571,1.0000
partsrunner-daparto,2018-04-02,11,547.56,128.94,0.235481,49.778182,1.0909
partsrunner-daparto,2018-04-03,15,947.61,223.24,0.235582,63.174000,1.1333
partsrunner-daparto,2018-04-04,13,695.73,164.64,0.236644,53.517692,1.3846
partsrunner-daparto,2018-04-05,12,700.20,158.10,0.225793,58.350000,1.1667
partsrunner-daparto,2018-04-06,10,517.67,122.50,0.236637,51.767000,1.2000
partsrunner-daparto,2018-04-07,10,576.19,121.64,0.211111,57.619000,1.1000
partsrunner-daparto,2018-04-08,10,615.92,51.04,0.082868,61.592000,1.9000
partsrunner-daparto,2018-04-09,23,1945.82,428.17,0.220046,84.600870,1.1304
partsrunner-daparto,2018-04-10,20,1191.50,284.48,0.238758,59.575000,1.0000
partsrunner-daparto,2018-04-11,12,521.46,122.49,0.234898,43.455000,1.0000
partsrunner-daparto,2018-04-12,22,1361.22,324.14,0.238125,61.873636,1.0455
partsrunner-daparto,2018-04-13,11,823.41,194.86,0.236650,74.855455,1.2727
partsrunner-daparto,2018-04-14,9,480.01,113.78,0.237037,53.334444,1.2222
partsrunner-daparto,2018-04-15,16,818.74,193.83,0.236742,51.171250,1.2500
partsrunner-daparto,2018-04-16,19,1623.84,387.77,0.238798,85.465263,1.3684
partsrunner-daparto,2018-04-17,21,1264.93,303.63,0.240037,60.234762,1.0952
partsrunner-daparto,2018-04-18,11,619.54,149.48,0.241276,56.321818,1.0000
partsrunner-daparto,2018-04-19,9,385.16,91.81,0.238368,42.795556,1.0000
partsrunner-daparto,2018-04-20,3,204.67,49.43,0.241511,68.223333,1.0000
partsrunner-daparto,2018-04-21,5,330.38,82.48,0.249652,66.076000,1.2000
partsrunner-daparto,2018-04-22,9,810.43,197.23,0.243365,90.047778,1.4444
partsrunner-daparto,2018-04-23,13,887.51,224.66,0.253135,68.270000,1.2308
partsrunner-daparto,2018-04-24,21,1699.85,418.12,0.245975,80.945238,1.3333
partsrunner-daparto,2018-04-25,25,1534.26,376.07,0.245115,61.370400,1.3200
partsrunner-daparto,2018-04-26,19,1321.33,267.64,0.202553,69.543684,1.2105
partsrunner-daparto,2018-04-27,13,998.68,248.38,0.248708,76.821538,1.3846
partsrunner-daparto,2018-04-28,6,382.38,92.01,0.240625,63.730000,1.5000
partsrunner-daparto,2018-04-29,8,453.19,108.78,0.240032,56.648750,1.0000
partsrunner-daparto,2018-04-30,14,1634.91,414.97,0.253818,116.779286,1.0714
partsrunner-daparto,2018-05-01,25,1616.20,398.89,0.246807,64.648000,1.3600
partsrunner-daparto,2018-05-02,14,591.81,141.41,0.238945,42.272143,1.1429
partsrunner-daparto,2018-05-03,10,668.23,160.26,0.239828,66.823000,1.0000
partsrunner-daparto,2018-05-04,10,509.13,121.05,0.237759,50.913000,1.3000
partsrunner-daparto,2018-05-05,6,460.59,110.12,0.239085,76.765000,1.3333
partsrunner-daparto,2018-05-06,8,442.00,105.71,0.239163,55.250000,1.2500
partsrunner-daparto,2018-05-07,20,1056.84,253.15,0.239535,52.842000,1.3000
partsrunner-daparto,2018-05-08,21,1308.27,318.40,0.243375,62.298571,1.3810
partsrunner-daparto,2018-05-09,16,1143.30,293.29,0.256529,71.456250,1.5000
partsrunner-daparto,2018-05-10,5,206.00,48.74,0.236602,41.200000,1.2000
partsrunner-daparto,2018-05-11,8,376.13,55.62,0.147874,47.016250,1.2500
partsrunner-daparto,2018-05-12,12,904.94,218.12,0.241033,75.411667,1.4167
partsrunner-daparto,2018-05-13,13,812.21,203.74,0.250846,62.477692,1.2308
partsrunner-daparto,2018-05-14,24,1928.62,474.59,0.246078,80.359167,1.3333
partsrunner-daparto,2018-05-15,7,909.78,236.59,0.260052,129.968571,1.7143
partsrunner-daparto,2018-05-16,13,563.58,138.37,0.245520,43.352308,1.2308
partsrunner-daparto,2018-05-17,9,409.57,99.18,0.242156,45.507778,1.0000
partsrunner-daparto,2018-05-18,15,953.93,233.34,0.244609,63.595333,1.1333
partsrunner-daparto,2018-05-19,9,558.83,145.32,0.260043,62.092222,1.2222
partsrunner-daparto,2018-05-20,5,310.56,76.00,0.244719,62.112000,1.0000
partsrunner-daparto,2018-05-21,12,611.94,154.12,0.251855,50.995000,1.3333
partsrunner-daparto,2018-05-22,18,1389.55,340.60,0.245115,77.197222,1.5556
partsrunner-daparto,2018-05-23,6,372.16,92.46,0.248442,62.026667,1.1667
partsrunner-daparto,2018-05-24,17,1019.99,251.75,0.246816,59.999412,1.2353
partsrunner-daparto,2018-05-25,6,453.82,119.42,0.263144,75.636667,1.1667
partsrunner-daparto,2018-05-26,5,276.84,65.70,0.237321,55.368000,1.4000
partsrunner-daparto,2018-05-27,8,322.37,56.40,0.174954,40.296250,1.1250
partsrunner-daparto,2018-05-28,11,561.10,135.40,0.241312,51.009091,1.2727
partsrunner-daparto,2018-05-29,16,1083.81,244.26,0.225372,67.738125,1.0625
partsrunner-daparto,2018-05-30,13,766.17,184.91,0.241343,58.936154,1.0769
partsrunner-daparto,2018-05-31,17,1130.57,274.39,0.242701,66.504118,1.2941
partsrunner-daparto,2018-06-01,19,1171.80,279.44,0.238471,61.673684,1.4211
partsrunner-daparto,2018-06-02,7,513.97,124.04,0.241337,73.424286,1.0000
partsrunner-daparto,2018-06-03,14,755.22,181.71,0.240605,53.944286,1.2857
partsrunner-daparto,2018-06-04,18,901.80,185.23,0.205400,50.100000,1.2778
partsrunner-daparto,2018-06-05,14,760.80,184.48,0.242482,54.342857,1.0714
partsrunner-daparto,2018-06-06,12,856.54,208.84,0.243818,71.378333,1.2500
partsrunner-daparto,2018-06-07,13,833.40,205.87,0.247024,64.107692,1.5385
partsrunner-daparto,2018-06-08,15,804.61,197.78,0.245809,53.640667,1.2000
partsrunner-daparto,2018-06-09,11,800.52,196.67,0.245678,72.774545,1.1818
partsrunner-daparto,2018-06-10,19,1077.99,261.98,0.243026,56.736316,1.0526
partsrunner-daparto,2018-06-11,22,1343.57,323.33,0.240650,61.071364,1.1364
partsrunner-daparto,2018-06-12,18,1342.90,328.81,0.244851,74.605556,1.3889
partsrunner-daparto,2018-06-13,7,359.59,87.32,0.242832,51.370000,1.0000
partsrunner-daparto,2018-06-14,10,613.09,154.56,0.252100,61.309000,1.4000
partsrunner-daparto,2018-06-15,6,445.80,113.39,0.254352,74.300000,1.0000
partsrunner-daparto,2018-06-16,4,164.96,40.12,0.243210,41.240000,1.0000
partsrunner-daparto,2018-06-17,10,410.54,101.33,0.246821,41.054000,1.1000
partsrunner-daparto,2018-06-18,11,686.91,180.91,0.263368,62.446364,1.0909
partsrunner-daparto,2018-06-19,18,1120.95,293.49,0.261823,62.275000,1.1667
partsrunner-daparto,2018-06-20,18,800.26,275.95,0.344825,44.458889,1.3333
